funded_amnt,emp_length,home_ownership,annual_inc,last_pymnt_amnt,mort_acc,int_rate,mo_sin_old_rev_tl_op,avg_cur_bal,acc_open_past_24mths,num_sats,loan_status
12000,< 1 year,MORTGAGE,68000,7298.77,3,8.49,110,26061,2,5,Fully Paid
21600,4 years,MORTGAGE,86000,21645.52,1,14.85,131,4779,12,26,Fully Paid
4000,1 year,RENT,60000,139.92,0,15.77,139,3444,11,24,Fully Paid
18000,7 years,OWN,200000,8914.01,1,5.32,354,4334,8,18,Fully Paid
20900,2 years,OWN,55000,760.38,0,18.49,127,5718,2,9,Fully Paid
20825,10+ years,MORTGAGE,81500,13132.35,1,16.59,131,23536,3,4,Fully Paid
10175,3 years,MORTGAGE,65000,1735.43,6,9.8,182,23059,7,15,Fully Paid
12000,10+ years,MORTGAGE,101000,6964.04,4,16.59,66,41193,5,14,Fully Paid
20000,6 years,RENT,57000,483.93,0,15.77,140,7576,4,7,Charged Off
4000,10+ years,MORTGAGE,47000,575.6,1,9.8,104,5897,5,20,Fully Paid
15000,10+ years,MORTGAGE,200000,600,6,10.78,185,14053,8,22,Charged Off
16000,10+ years,RENT,65000,13979.71,1,18.49,73,26794,3,8,Fully Paid
15500,1 year,OWN,135000,317.94,2,8.49,181,51231,1,8,Current
14000,10+ years,RENT,132700,93.38,5,15.77,124,9813,10,11,Fully Paid
4175,4 years,MORTGAGE,50720,3109.31,2,12.88,113,11730,3,9,Fully Paid
5000,8 years,OWN,43498,100,0,11.48,313,4492,6,5,Charged Off
20000,,MORTGAGE,60000,14671.67,5,9.17,188,23640,6,10,Fully Paid
30000,10+ years,MORTGAGE,202000,25578.14,6,6.99,260,76183,5,6,Fully Paid
5500,3 years,RENT,37000,3720.46,0,11.99,158,5643,0,7,Fully Paid
30000,3 years,RENT,100000,12354.3,0,12.88,189,4750,3,14,Fully Paid
24000,10+ years,MORTGAGE,69800,558.32,2,13.99,140,13800,2,20,Current
24000,3 years,OWN,120000,19852.63,1,13.44,132,14836,7,17,Fully Paid
9800,10+ years,MORTGAGE,47000,319.79,1,10.78,54,10124,4,10,Fully Paid
12000,3 years,MORTGAGE,110000,382.42,1,9.17,164,23096,3,11,Fully Paid
15000,10+ years,OWN,70000,464.05,1,5.32,190,2717,6,14,Fully Paid
24000,6 years,MORTGAGE,80000,14128.57,4,7.91,387,15155,7,25,Fully Paid
10000,< 1 year,RENT,45000,2466.82,0,8.49,59,3917,7,20,Fully Paid
19800,7 years,MORTGAGE,78924,19906.26,1,12.88,122,11551,4,12,Fully Paid
8000,3 years,RENT,38480,254.68,0,9.17,178,5588,6,16,Fully Paid
5600,10+ years,RENT,38000,782.12,0,12.88,148,3127,2,12,Fully Paid
20000,3 years,OWN,100000,663.09,0,9.8,169,4628,7,11,Fully Paid
10000,6 years,MORTGAGE,118000,301.06,3,5.32,307,23920,3,8,Fully Paid
29000,10+ years,MORTGAGE,72000,594.84,4,8.49,293,34274,1,10,Current
3000,< 1 year,RENT,42000,394.59,0,11.99,215,3322,1,4,Fully Paid
23400,8 years,OWN,65000,537.71,0,13.44,196,3663,6,17,Current
9525,3 years,RENT,35000,8330.15,0,20.5,134,3894,7,9,Fully Paid
10000,3 years,OWN,52000,2062.77,0,9.8,55,2564,5,8,Fully Paid
22500,< 1 year,RENT,50000,500.39,5,11.99,217,14441,4,6,Late (31-120 days)
10000,8 years,MORTGAGE,60000,1842.04,1,7.49,347,5594,1,7,Fully Paid
15500,10+ years,MORTGAGE,55000,514.66,7,11.99,357,2593,5,7,Fully Paid
3000,10+ years,MORTGAGE,86000,1482.19,3,7.49,324,27141,8,20,Fully Paid
1000,10+ years,RENT,50000,33.75,2,13.44,230,369,2,5,Fully Paid
20000,4 years,OWN,79000,659.33,0,11.48,357,1422,1,10,Charged Off
16275,1 year,RENT,37000,501.74,0,27.49,50,2357,8,10,Charged Off
16000,2 years,OWN,40000,7712.72,1,18.49,112,3952,4,8,Fully Paid
10000,3 years,RENT,72000,6624.32,0,11.48,51,8276,14,19,Fully Paid
4000,< 1 year,RENT,45000,1338.05,0,7.91,112,4493,3,7,Fully Paid
4000,10+ years,RENT,53000,2442.6,1,11.99,115,3133,4,8,Fully Paid
10650,6 years,RENT,87500,350,0,19.89,67,1660,9,14,Charged Off
6950,10+ years,MORTGAGE,20000,237.1,2,13.99,117,10732,1,6,Fully Paid
8000,7 years,RENT,26000,4570.65,0,9.8,133,2072,1,3,Fully Paid
8000,7 years,MORTGAGE,76000,1.26,4,9.8,294,65876,2,6,Fully Paid
8000,8 years,MORTGAGE,65000,1071.78,2,13.44,326,2715,3,12,Fully Paid
7500,1 year,RENT,60000,1661.33,0,5.32,136,8293,4,11,Fully Paid
13500,10+ years,MORTGAGE,65000,300.24,1,11.99,156,28396,5,7,Current
22350,9 years,MORTGAGE,85000,585.7,2,19.48,138,13224,2,12,Charged Off
10000,7 years,RENT,75000,5713.09,0,9.8,131,3885,6,7,Fully Paid
6000,< 1 year,RENT,44000,66.58,3,9.17,80,9406,1,4,Fully Paid
15000,10+ years,MORTGAGE,62800,82.98,1,19.89,180,16176,9,13,Fully Paid
4900,3 years,RENT,36000,171.43,0,15.77,179,1513,4,10,Fully Paid
13450,8 years,MORTGAGE,52500,12019.14,0,17.97,270,865,10,14,Fully Paid
5000,< 1 year,MORTGAGE,95000,3166.08,5,11.99,263,24691,4,9,Fully Paid
28000,8 years,MORTGAGE,118000,18.84,3,9.8,163,26379,5,13,Fully Paid
9600,10+ years,RENT,43420,318.45,0,11.99,138,2206,3,13,Fully Paid
14000,3 years,MORTGAGE,40000,428.73,1,6.49,254,8063,2,7,Fully Paid
30000,10+ years,MORTGAGE,95000,1025.19,2,13.99,175,14679,8,15,Charged Off
17600,< 1 year,RENT,40000,110.04,0,23.13,336,8421,4,13,Fully Paid
5000,5 years,OWN,25000,167.8,0,12.88,74,3117,2,9,Fully Paid
35000,9 years,RENT,86000,11353.2,1,13.44,132,3488,16,28,Fully Paid
5000,< 1 year,RENT,42000,162.9,3,10.78,277,1939,4,11,Fully Paid
30000,10+ years,MORTGAGE,153996,938.69,2,7.91,265,17577,2,8,Fully Paid
31075,6 years,MORTGAGE,107901,21918.26,3,13.99,149,65970,3,5,Fully Paid
15000,7 years,OWN,100000,5630.1,0,10.78,67,6124,2,4,Fully Paid
24000,8 years,MORTGAGE,116250,15236.35,2,7.91,342,33115,6,13,Fully Paid
24000,6 years,RENT,100000,24198.92,1,6.49,238,4581,4,11,Fully Paid
6225,10+ years,MORTGAGE,35000,205.07,2,11.48,124,15686,0,12,Fully Paid
16800,4 years,MORTGAGE,72000,369.31,4,11.48,329,23872,6,14,Current
9500,4 years,RENT,72500,5384.24,0,9.17,43,4675,5,16,Fully Paid
7800,2 years,RENT,50500,254.56,6,10.78,126,42553,2,5,Charged Off
14400,10+ years,MORTGAGE,78000,13786.59,2,7.49,128,12442,6,21,Fully Paid
35000,5 years,RENT,195300,34140.55,6,12.88,150,22861,2,16,Fully Paid
35000,6 years,RENT,70000,21489.63,0,19.48,62,7551,6,8,Fully Paid
15350,10+ years,RENT,61000,12134.61,1,18.99,252,2760,4,14,Fully Paid
12125,,OWN,27577,437.95,0,17.97,318,2152,3,16,Fully Paid
12000,10+ years,MORTGAGE,107000,361.28,6,5.32,217,17569,3,22,Fully Paid
18000,10+ years,RENT,86000,593.4,0,11.48,152,4657,16,25,Charged Off
14100,< 1 year,RENT,42000,10761.76,0,16.59,78,2426,3,6,Fully Paid
20000,10+ years,MORTGAGE,120000,5754.24,4,11.48,467,14881,4,21,Fully Paid
12000,8 years,MORTGAGE,55000,275.75,1,13.44,108,21164,2,6,Charged Off
15850,3 years,MORTGAGE,55000,424.35,3,20.5,203,31499,2,4,Current
8000,1 year,RENT,50000,4844.66,1,11.48,130,3745,10,21,Fully Paid
5525,< 1 year,RENT,60000,199.66,3,17.97,129,6044,10,13,Charged Off
3600,10+ years,MORTGAGE,90791.91,714.99,1,13.44,133,6383,13,17,Fully Paid
9600,3 years,MORTGAGE,50000,294.06,0,6.49,139,906,4,8,Fully Paid
14225,5 years,MORTGAGE,68000,12748.3,2,15.77,108,20026,4,7,Fully Paid
1500,10+ years,MORTGAGE,83000,47.75,3,9.17,128,17168,2,12,Fully Paid
24000,10+ years,MORTGAGE,155000,12175.84,5,16.59,113,33039,10,9,Fully Paid
20000,< 1 year,MORTGAGE,80000,9088.25,4,8.49,149,18141,9,12,Fully Paid
24800,5 years,RENT,70000,25581.06,0,21.48,33,2387,13,13,Fully Paid
35000,10+ years,OWN,170000,1273.96,5,18.49,157,7908,8,14,Charged Off
28000,,MORTGAGE,75000,850.42,1,11.99,207,3810,2,14,Fully Paid
21500,10+ years,MORTGAGE,65000,314.31,3,18.99,253,3297,13,18,Fully Paid
10000,3 years,RENT,160000,3535.53,0,12.88,55,4309,5,13,Fully Paid
10400,8 years,RENT,35620,4.44,0,7.91,497,3827,0,5,Fully Paid
2800,< 1 year,RENT,29000,198.38,0,16.59,166,1513,1,7,Fully Paid
24000,9 years,MORTGAGE,70000,544.61,1,12.88,128,27575,6,8,Charged Off
24675,9 years,RENT,75267,633.18,1,18.49,113,5512,5,21,Current
28000,8 years,MORTGAGE,95000,14605.99,1,15.77,148,44723,1,7,Fully Paid
15200,10+ years,OWN,38000,401.78,0,19.89,252,5007,4,9,Current
5000,2 years,MORTGAGE,300000,2252.39,2,7.91,140,15562,10,20,Fully Paid
28000,1 year,MORTGAGE,67000,583.55,5,9.17,240,17493,2,18,Current
10000,5 years,MORTGAGE,50000,315.59,1,8.49,260,4684,5,9,Fully Paid
32000,3 years,MORTGAGE,104800,29563.14,6,23.13,300,36408,8,8,Fully Paid
10000,3 years,RENT,78000,5137.16,0,9.8,63,2486,2,7,Fully Paid
18625,10+ years,MORTGAGE,44400,631.51,1,13.44,277,25360,4,5,Charged Off
6000,10+ years,MORTGAGE,110000,0.84,7,7.49,325,39582,3,14,Fully Paid
15000,10+ years,RENT,48000,2.16,1,10.78,303,4670,2,10,Fully Paid
5000,10+ years,RENT,36000,162.89,0,10.78,137,2541,5,12,Fully Paid
15000,10+ years,MORTGAGE,125000,371.17,7,6,166,63139,14,7,Fully Paid
15000,10+ years,MORTGAGE,80350,14864.28,1,15.77,117,5862,15,23,Fully Paid
35000,10+ years,OWN,118000,27833.73,7,10.78,285,37462,2,13,Fully Paid
15000,10+ years,RENT,90509,13689.34,0,9.17,111,2318,6,16,Fully Paid
3000,,MORTGAGE,48650,2220.05,5,10.78,483,908,5,12,Fully Paid
12000,8 years,RENT,40000,384.54,0,14.85,101,2110,2,4,Current
18000,10+ years,MORTGAGE,150000,9835.58,2,11.99,205,23771,8,12,Fully Paid
5000,7 years,MORTGAGE,59000,167.79,1,12.88,28,16446,11,13,Fully Paid
10000,10+ years,MORTGAGE,80000,4171.28,2,6.99,138,24521,2,13,Fully Paid
20000,6 years,MORTGAGE,65000,18470.04,1,13.99,175,13549,2,7,Fully Paid
35000,10+ years,MORTGAGE,117000,16088.96,4,11.48,295,15346,1,20,Current
8000,8 years,MORTGAGE,110000,5602.86,1,7.91,109,20900,4,13,Fully Paid
6000,1 year,OWN,26000,829.06,0,15.77,114,1192,5,9,Fully Paid
8000,1 year,MORTGAGE,113000,33.67,1,5.32,314,12843,6,16,Fully Paid
9000,2 years,RENT,41000,1178.35,2,11.99,107,8796,3,16,Fully Paid
35000,10+ years,MORTGAGE,210000,29924.55,5,7.49,390,24487,3,20,Fully Paid
12000,2 years,MORTGAGE,45000,266.88,3,11.99,148,17540,2,9,Current
21000,9 years,MORTGAGE,79500,11168.47,1,19.48,145,12374,2,8,Fully Paid
6400,5 years,RENT,45000,6418.48,0,14.85,72,5532,5,8,Fully Paid
12000,10+ years,MORTGAGE,36000,8032.65,1,11.48,67,7277,3,12,Fully Paid
15000,3 years,MORTGAGE,60000,6084.78,2,11.48,286,23817,7,8,Fully Paid
16000,10+ years,MORTGAGE,97200,410.58,3,18.49,200,20231,2,14,Current
22000,2 years,RENT,75000,4678.46,0,6.99,201,21722,1,7,Fully Paid
30000,10+ years,MORTGAGE,160300,6513.58,3,8.49,298,27822,10,24,Fully Paid
18000,5 years,MORTGAGE,415000,0.56,11,5.32,277,40567,4,11,Fully Paid
5500,10+ years,MORTGAGE,135000,182.66,2,11.99,158,11829,19,33,Charged Off
10000,10+ years,MORTGAGE,40000,318.75,3,9.17,138,12532,3,9,Fully Paid
10000,10+ years,RENT,35000,170.86,0,13.99,15,4834,8,7,Charged Off
31500,10+ years,MORTGAGE,145000,1027.61,2,10.78,370,22239,2,13,Fully Paid
20000,10+ years,RENT,57500,7348.24,0,9.17,329,11511,0,2,Fully Paid
3600,10+ years,OWN,41200,2244.74,0,14.85,177,6854,6,26,Fully Paid
25000,10+ years,MORTGAGE,52000,15856.38,4,6.49,170,7814,6,19,Fully Paid
24000,10+ years,MORTGAGE,85000,16286.01,2,9.17,280,49290,2,10,Fully Paid
22950,8 years,OWN,115000,18803.36,3,17.97,264,19323,8,22,Fully Paid
35000,10+ years,RENT,145000,21465.96,3,12.88,219,13068,5,11,Fully Paid
3600,6 years,MORTGAGE,51000,2125.77,0,7.91,58,2542,4,9,Fully Paid
18000,2 years,MORTGAGE,45000,5620.98,3,9.8,165,16717,8,14,Fully Paid
15000,5 years,RENT,55000,2110.93,0,17.27,107,4105,7,12,Fully Paid
28000,10+ years,MORTGAGE,90000,980.79,5,15.77,263,2541,5,20,Fully Paid
25000,10+ years,MORTGAGE,64000,592.79,1,14.85,242,9676,5,29,Current
3850,4 years,RENT,88000,146,0,21.48,45,1189,7,8,Charged Off
35000,9 years,RENT,110000,34945.43,3,14.85,228,4564,2,8,Fully Paid
9000,10+ years,RENT,62000,8416.7,0,9.17,281,3562,6,14,Fully Paid
35000,7 years,MORTGAGE,100000,1210.51,5,14.85,181,24306,12,21,Fully Paid
7000,10+ years,MORTGAGE,41700,4520.36,3,8.49,240,11813,7,10,Fully Paid
4500,10+ years,MORTGAGE,140000,153.68,1,13.99,333,25129,2,6,Fully Paid
8000,5 years,MORTGAGE,125000,8081.52,1,11.48,313,28042,5,17,Fully Paid
20550,2 years,MORTGAGE,70000,16388.3,2,18.49,66,44239,4,9,Fully Paid
30000,10+ years,MORTGAGE,210000,769.83,2,18.49,105,20732,3,17,Current
9000,10+ years,OWN,100000,270.77,0,5.32,359,4012,3,15,Fully Paid
35000,2 years,MORTGAGE,80000,18997.84,2,16.59,240,13215,5,19,Fully Paid
18000,8 years,MORTGAGE,127000,14100.44,6,9.17,248,91371,6,9,Fully Paid
35000,3 years,MORTGAGE,135000,115.34,6,7.49,186,41130,2,11,Charged Off
24000,10+ years,MORTGAGE,120000,8495.54,2,5.32,165,11624,6,29,Fully Paid
12000,10+ years,MORTGAGE,47000,272.31,8,12.88,239,9386,1,11,Current
7000,10+ years,MORTGAGE,55000,3645.09,3,10.78,108,16594,8,10,Fully Paid
4000,10+ years,MORTGAGE,54704,1745.04,4,11.48,145,15948,5,11,Fully Paid
20000,< 1 year,MORTGAGE,155000,474.23,5,14.85,260,5847,1,13,Current
25000,10+ years,MORTGAGE,62000,763.24,5,26.99,129,16129,3,23,Current
7775,9 years,MORTGAGE,40000,19.56,3,6.49,199,17509,3,6,Fully Paid
10000,10+ years,RENT,45000,8553.47,2,14.85,157,3216,11,13,Fully Paid
13350,3 years,MORTGAGE,37500,449.05,3,12.88,70,19304,6,8,Charged Off
17500,10+ years,MORTGAGE,35000,458.6,0,19.48,89,1401,2,17,Charged Off
9600,< 1 year,RENT,31000,306.04,0,9.17,44,2712,3,10,Charged Off
10000,10+ years,RENT,120000,4044.47,3,10.78,194,4985,8,10,Fully Paid
5575,,MORTGAGE,24000,3952.44,1,15.77,182,8959,11,14,Fully Paid
7100,2 years,RENT,82000,4181.74,4,13.44,210,11494,8,14,Fully Paid
9000,9 years,MORTGAGE,90000,2497.74,2,8.49,316,2284,9,17,Fully Paid
7000,6 years,OWN,50000,220.55,0,8.49,37,4550,3,9,Fully Paid
10850,10+ years,MORTGAGE,47000,9157.71,2,18.49,262,170988,0,2,Fully Paid
25000,< 1 year,RENT,55000,12451.27,0,17.97,114,6547,3,15,Fully Paid
20000,10+ years,MORTGAGE,65000,612.85,3,6.49,246,19664,1,12,Fully Paid
12000,2 years,MORTGAGE,30000,391.43,0,10.78,188,2675,1,3,Fully Paid
10000,6 years,RENT,35000,6.96,0,11.48,57,5859,3,7,Fully Paid
28000,3 years,MORTGAGE,80000,699.95,1,17.27,110,14217,11,19,Charged Off
5000,1 year,RENT,38000,2639.31,0,6.49,134,18538,2,5,Fully Paid
12000,9 years,MORTGAGE,100000,378.55,3,8.49,142,12903,2,12,Fully Paid
4000,10+ years,RENT,41027,125.18,0,7.91,424,1227,4,17,Charged Off
28000,6 years,RENT,150000,9355.24,0,7.91,189,9095,0,10,Fully Paid
15000,7 years,RENT,64000,384.92,1,18.49,209,9982,5,14,Charged Off
10000,9 years,RENT,52000,473.11,0,9.17,199,4473,4,7,Fully Paid
3000,4 years,RENT,40000,220.42,0,12.88,51,572,7,11,Fully Paid
17000,9 years,OWN,70000,13505.56,1,11.48,149,14955,1,10,Fully Paid
5200,5 years,MORTGAGE,51000,2219.44,3,9.17,126,19800,3,7,Fully Paid
5400,10+ years,MORTGAGE,50000,1301.13,4,6.49,133,43851,2,8,Fully Paid
8000,1 year,OWN,42000,5917.5,0,11.48,207,9165,6,7,Fully Paid
10800,3 years,MORTGAGE,45000,415.53,3,17.27,197,8290,9,23,Fully Paid
8000,9 years,MORTGAGE,86000,250.32,5,7.91,206,38426,2,8,Fully Paid
35000,2 years,MORTGAGE,310250,778.38,2,11.99,345,73118,6,12,Current
4800,10+ years,MORTGAGE,133760,46.5,1,9.17,268,27457,1,8,Fully Paid
7200,< 1 year,RENT,36000,225.05,0,7.91,69,3284,3,8,Fully Paid
17025,10+ years,MORTGAGE,38000,432.05,1,17.97,133,11911,7,9,Current
30000,< 1 year,MORTGAGE,110000,769.83,5,18.49,136,16920,5,20,Current
26000,2 years,MORTGAGE,138000,629.1,1,15.77,150,24593,4,11,Current
2500,8 years,MORTGAGE,38000,0.99,1,8.49,130,1387,5,10,Fully Paid
15000,4 years,RENT,65000,10186.56,1,9.17,339,8705,2,4,Fully Paid
9000,4 years,OWN,29600,1792.11,2,13.44,93,9130,6,13,Fully Paid
15000,2 years,RENT,90000,4946.56,0,6.49,113,5439,6,13,Fully Paid
14425,10+ years,OWN,59304,521.29,0,17.97,135,5639,6,6,Charged Off
6400,1 year,RENT,29000,3515.09,0,11.48,55,3269,4,8,Fully Paid
8000,10+ years,OWN,30000,19.48,0,10.78,101,1563,6,9,Fully Paid
12000,< 1 year,RENT,80000,3580.19,0,14.85,146,6141,8,15,Fully Paid
14075,10+ years,RENT,32000,2122.25,0,13.99,125,1858,6,10,Fully Paid
12000,1 year,RENT,76000,3191.06,0,6.99,133,8495,0,9,Fully Paid
30000,10+ years,MORTGAGE,160630,933.01,3,7.49,149,32393,2,11,Fully Paid
14000,1 year,MORTGAGE,90000,3598.2,1,11.99,144,31835,5,9,Fully Paid
35000,10+ years,MORTGAGE,130000,778.38,4,11.99,148,21788,4,11,Current
26575,10+ years,MORTGAGE,80900,867.27,1,10.78,344,12099,2,10,Charged Off
30000,10+ years,MORTGAGE,89775,14735.52,0,10.78,394,3037,8,22,Fully Paid
28000,3 years,MORTGAGE,105000,677.49,0,15.77,153,5592,9,20,Charged Off
30000,10+ years,MORTGAGE,77045,680.76,1,12.88,153,18956,2,10,Charged Off
18000,1 year,MORTGAGE,80000,14396.39,5,13.99,176,1876,8,12,Fully Paid
28000,10+ years,MORTGAGE,135000,21037.87,3,6.99,157,51617,2,14,Fully Paid
2000,5 years,OWN,76000,0.34,0,10.78,250,4936,5,17,Fully Paid
19500,10+ years,MORTGAGE,90000,627.39,4,9.8,134,14844,5,10,Charged Off
11875,10+ years,OWN,43000,287.33,0,15.77,106,5130,7,8,Charged Off
25000,10+ years,MORTGAGE,99413,21357.52,1,7.49,276,28512,3,6,Fully Paid
8000,10+ years,RENT,50000,3016.09,0,11.48,121,3299,5,16,Fully Paid
5000,10+ years,MORTGAGE,39000,159.18,2,9.17,417,21842,1,7,Fully Paid
25000,< 1 year,MORTGAGE,90000,771.55,1,6.99,346,5027,0,11,Fully Paid
8000,10+ years,MORTGAGE,38000,275.55,0,13.99,193,11473,4,11,Fully Paid
17000,9 years,MORTGAGE,90000,15450.02,2,8.49,443,3560,3,10,Fully Paid
5000,10+ years,MORTGAGE,50000,1445.71,5,7.91,450,41750,6,7,Fully Paid
8000,< 1 year,MORTGAGE,105000,2217,4,8.49,180,46104,5,14,Fully Paid
9000,10+ years,MORTGAGE,75000,6270.35,10,6.99,308,35080,12,13,Fully Paid
4800,2 years,RENT,70000,3.63,0,13.44,117,4210,3,11,Fully Paid
16550,8 years,RENT,46000,610.69,0,19.48,100,18196,5,7,Charged Off
10000,10+ years,MORTGAGE,50000,222.4,2,11.99,94,21005,7,7,Charged Off
3200,4 years,RENT,12000,107.46,0,12.88,30,2207,6,8,Fully Paid
21825,10+ years,MORTGAGE,80000,1963.79,2,7.91,245,10714,5,40,Fully Paid
14000,8 years,MORTGAGE,75000,311.36,1,11.99,177,12259,3,13,Current
25000,8 years,RENT,104000,574.48,0,13.44,313,3746,10,22,Current
28000,1 year,MORTGAGE,265000,11472.09,3,5.32,350,23918,6,19,Fully Paid
11000,4 years,RENT,50000,5131.6,0,5.32,99,4152,2,7,Fully Paid
7850,1 year,RENT,52625,561.59,0,17.27,81,1703,5,8,Fully Paid
7075,1 year,RENT,20000,1700.7,0,17.97,40,655,6,8,Fully Paid
8000,< 1 year,RENT,54000,7297.87,0,10.78,84,3508,5,20,Fully Paid
28500,< 1 year,MORTGAGE,75000,19172.13,2,17.97,172,13831,4,17,Fully Paid
13000,4 years,MORTGAGE,76000,3428.54,1,5.32,162,26576,1,16,Fully Paid
3600,10+ years,RENT,106000,1522.1,0,15.77,188,6880,7,7,Fully Paid
35000,< 1 year,MORTGAGE,160000,975.64,1,22.45,216,24433,8,16,Current
10000,10+ years,RENT,136000,10136.62,3,10.78,145,7509,2,9,Fully Paid
8600,10+ years,MORTGAGE,42190,274.16,0,9.17,173,3895,1,8,Charged Off
13000,3 years,MORTGAGE,70000,4376.81,5,8.49,300,14328,3,21,Fully Paid
5000,1 year,RENT,35000,167.9,0,11.99,31,6477,5,8,Fully Paid
28100,10+ years,OWN,160000,22115.95,8,17.27,172,5897,11,12,Fully Paid
25000,,MORTGAGE,80000,765.78,1,6.49,226,26286,3,8,Fully Paid
14000,,OWN,32000,359.26,1,18.49,306,7633,3,11,Current
25000,10+ years,RENT,143200,604.91,6,15.77,233,10817,7,14,Charged Off
15000,10+ years,MORTGAGE,46000,15260.64,0,12.88,230,18848,9,11,Fully Paid
19350,< 1 year,MORTGAGE,75000,1794.21,6,17.27,236,11066,5,24,Fully Paid
10000,4 years,RENT,110000,6958.29,0,25.09,84,1410,19,20,Fully Paid
33550,5 years,OWN,144000,826.43,0,16.59,201,5350,4,12,Late (16-30 days)
24000,,MORTGAGE,57774,655.78,3,21.48,224,20600,4,10,Charged Off
5000,6 years,RENT,24000,159.18,0,9.17,55,1822,3,8,Fully Paid
18000,10+ years,MORTGAGE,98000,389.4,5,10.78,253,97753,3,6,Current
24000,2 years,MORTGAGE,95000,2207.07,5,7.91,194,53278,5,8,Fully Paid
9500,10+ years,MORTGAGE,49000,295.3,2,7.49,301,15984,4,9,Fully Paid
7500,< 1 year,RENT,75000,2249.48,0,6.49,131,3246,3,12,Fully Paid
14000,< 1 year,RENT,36000,6910.95,0,13.99,162,4706,6,6,Fully Paid
18000,1 year,RENT,49535,11469.04,0,14.85,150,5111,5,8,Fully Paid
12000,1 year,RENT,125000,586.27,0,11.48,171,2381,7,24,Fully Paid
13000,1 year,RENT,42000,308.25,0,14.85,97,3092,8,18,Current
15000,10+ years,MORTGAGE,50000,389.03,1,18.99,561,9759,5,9,Current
13200,10+ years,MORTGAGE,108000,556.52,1,8.49,178,15852,2,18,Late (31-120 days)
5000,10+ years,MORTGAGE,50246,3557.29,4,10.78,398,2698,3,13,Fully Paid
16000,1 year,MORTGAGE,77000,13196.96,1,14.85,175,6816,3,25,Fully Paid
13600,4 years,OWN,40000,476.6,4,15.77,261,8968,7,18,Charged Off
12000,10+ years,MORTGAGE,72000,11309.82,2,12.88,153,29788,3,6,Fully Paid
9000,10+ years,RENT,79300,7179.35,0,7.91,304,2925,0,7,Fully Paid
13000,9 years,MORTGAGE,76000,7406,2,5.32,153,13974,3,14,Fully Paid
10000,10+ years,MORTGAGE,150000,1625,6,11.48,167,17295,6,19,Fully Paid
16275,10+ years,RENT,36180,413.02,0,17.97,164,4350,3,7,Charged Off
10650,< 1 year,OWN,33000,1107.79,0,15.77,120,3713,1,7,Fully Paid
15000,10+ years,RENT,58000,482.61,0,9.8,147,2818,2,15,Charged Off
21000,10+ years,MORTGAGE,162000,444.13,4,9.8,408,48103,5,9,Current
15000,3 years,RENT,55000,5593.82,0,11.48,244,4457,3,8,Fully Paid
16000,,RENT,48305,253.13,0,17.27,19,12117,6,4,Fully Paid
35000,3 years,RENT,120000,8550.71,0,17.27,221,4851,10,20,Fully Paid
15300,8 years,MORTGAGE,86000,355.93,1,13.99,60,12971,10,14,Current
12000,,MORTGAGE,102000,10725.69,9,11.48,447,24545,7,17,Fully Paid
23250,10+ years,MORTGAGE,70000,12432.8,2,17.97,172,28080,8,11,Fully Paid
5000,,RENT,43000,157.6,0,8.49,281,1137,4,12,Fully Paid
11450,10+ years,MORTGAGE,100000,6601.51,1,13.44,148,18530,8,15,Fully Paid
15000,2 years,RENT,68000,482.22,0,9.8,118,4080,3,17,Fully Paid
6600,6 years,RENT,22000,2689.23,0,19.48,272,1205,5,8,Fully Paid
10000,8 years,MORTGAGE,59600,4462.21,2,8.49,226,612,2,5,Fully Paid
12000,10+ years,MORTGAGE,70000,378.76,3,8.49,250,14011,4,17,Charged Off
5250,10+ years,MORTGAGE,66000,183.93,1,15.77,241,6509,0,6,Fully Paid
12000,10+ years,MORTGAGE,104000,7783.36,0,11.99,272,2503,4,9,Fully Paid
16000,6 years,MORTGAGE,58000,502.05,3,7.91,135,15433,5,16,Fully Paid
3775,10+ years,RENT,62000,27.76,0,11.48,23,1046,12,11,Fully Paid
20000,10+ years,MORTGAGE,80000,621.74,4,7.49,415,8121,3,13,Fully Paid
15000,3 years,RENT,80000,11376.05,0,11.99,148,6268,4,9,Fully Paid
30000,4 years,RENT,190617,259.7,1,12.88,48,12473,5,12,Charged Off
15000,1 year,OWN,48000,518.88,1,14.85,23,18642,5,7,Charged Off
35000,10+ years,RENT,95000,35187.84,1,12.88,129,1301,4,14,Fully Paid
14400,7 years,RENT,62000,14311.06,0,14.85,115,1100,9,14,Fully Paid
16000,10+ years,MORTGAGE,95000,505.01,3,8.49,112,14840,3,26,Current
35000,8 years,MORTGAGE,96310,888.2,5,17.97,311,51308,3,13,Current
16000,10+ years,OWN,105000,419.29,4,19.48,111,83512,0,4,Charged Off
11775,2 years,MORTGAGE,62000,4900.8,5,6.49,179,33686,2,14,Fully Paid
6000,10+ years,MORTGAGE,44000,195.72,2,10.78,230,4436,7,13,Fully Paid
5000,3 years,MORTGAGE,55000,156.25,0,7.91,205,7526,0,8,Fully Paid
11500,4 years,RENT,32000,1480.37,0,19.48,106,3598,0,12,Current
25000,,MORTGAGE,93983,540.83,3,10.78,326,40241,1,9,Current
20000,< 1 year,RENT,70000,4939.72,2,8.49,198,11220,9,26,Fully Paid
16000,10+ years,MORTGAGE,67885.33,11687,3,9.17,291,47599,0,8,Fully Paid
16000,4 years,RENT,60000,7213.6,3,8.49,276,2720,2,12,Fully Paid
